Date,Tmax_1,Tmin_1,Tavg_1,Depart_1,DewPoint_1,WetBulb_1,Sunrise_1,Sunset_1,CodeSum_1,SnowFall_1,PrecipTotal_1,StnPressure_1,ResultSpeed_1,ResultDir_1,AvgSpeed_1,Tmax_2,Tmin_2,Tavg_2,DewPoint_2,WetBulb_2,CodeSum_2,PrecipTotal_2,StnPressure_2,ResultSpeed_2,ResultDir_2,AvgSpeed_2
2008-08-28 00:00:00,80,63,72.0,2.0,64,67.0,2008-08-28 05:13:00,2008-08-28 18:34:00,RA BR,0.0,0.06,29.1,5.7,19,6.7,81,67,74.0,65,68.0,RA,0.02,29.15,5.7,19,6.5
2008-08-29 00:00:00,85,64,75.0,5.0,58,65.0,2008-08-29 05:14:00,2008-08-29 18:32:00,RA BR,0.0,0.04,29.24,3.5,35,6.5,84,67,76.0,61,66.0,BR HZ,0.001,29.29,3.6,2,6.1
2008-08-30 00:00:00,87,56,72.0,2.0,55,62.0,2008-08-30 05:15:00,2008-08-30 18:31:00,MD,0.0,0.0,29.39,2.6,24,3.8,87,61,74.0,55,64.0,MD,0.0,29.44,2.0,23,3.2
2008-08-31 00:00:00,90,60,75.0,6.0,56,64.0,2008-08-31 05:16:00,2008-08-31 18:29:00,MD,0.0,0.0,29.41,4.8,13,5.4,89,65,77.0,57,65.0,MD,0.0,29.47,4.8,12,5.2
2008-09-01 00:00:00,90,62,76.0,8.0,54,63.0,2008-09-01 05:17:00,2008-09-01 18:27:00,MD,0.0,0.0,29.37,7.0,14,7.7,89,67,78.0,54,64.0,MD,0.0,29.42,7.7,12,7.9
2008-09-02 00:00:00,94,65,80.0,12.0,61,68.0,2008-09-02 05:18:00,2008-09-02 18:26:00,TS,0.0,0.0,29.31,3.2,21,4.4,95,68,82.0,61,68.0,TS RA,0.001,29.36,2.8,17,4.5
2008-09-03 00:00:00,77,66,72.0,4.0,60,64.0,2008-09-03 05:19:00,2008-09-03 18:24:00,TSRA,0.0,0.02,29.31,9.8,1,10.4,77,68,73.0,62,65.0,MD,0.0,29.34,11.2,1,12.1
2008-09-04 00:00:00,67,61,64.0,-4.0,61,62.0,2008-09-04 05:20:00,2008-09-04 18:22:00,RA BR,0.0,2.9,29.08,11.6,3,12.4,68,63,66.0,63,64.0,RA BR,2.68,29.13,11.2,3,12.2
2008-09-05 00:00:00,70,57,64.0,-3.0,56,59.0,2008-09-05 05:21:00,2008-09-05 18:21:00,MD,0.0,0.0,29.22,5.9,34,6.9,68,58,63.0,58,60.0,RA BR,0.01,29.28,4.3,32,4.7
2008-09-06 00:00:00,74,53,64.0,-3.0,54,58.0,2008-09-06 05:22:00,2008-09-06 18:19:00,BR,0.0,0.01,29.28,4.9,27,5.3,74,56,65.0,54,59.0,RA,0.001,29.34,5.1,28,5.5
2008-09-07 00:00:00,74,55,65.0,-2.0,51,57.0,2008-09-07 05:23:00,2008-09-07 18:17:00,MD,0.0,0.0,29.35,6.4,26,6.6,74,58,66.0,52,58.0,MD,0.01,29.41,7.0,26,7.4
2008-09-08 00:00:00,67,52,60.0,-6.0,52,55.0,2008-09-08 05:24:00,2008-09-08 18:15:00,RA BR,0.0,1.23,29.41,4.6,34,6.2,70,53,62.0,54,56.0,RA BR,1.01,29.45,4.9,33,6.9
2008-09-09 00:00:00,69,49,59.0,-7.0,45,52.0,2008-09-09 05:25:00,2008-09-09 18:14:00,MD,0.0,0.0,29.45,3.9,36,6.4,68,49,59.0,46,52.0,MD,0.01,29.51,3.1,36,5.9
2008-09-10 00:00:00,72,48,60.0,-6.0,48,54.0,2008-09-10 05:26:00,2008-09-10 18:12:00,MD,0.0,0.0,29.47,4.3,14,5.1,72,50,61.0,47,54.0,MD,0.0,29.54,4.0,14,4.9
2008-09-11 00:00:00,79,55,67.0,2.0,57,61.0,2008-09-11 05:27:00,2008-09-11 18:10:00,RA BR,0.0,0.001,29.33,8.9,18,9.8,79,57,68.0,57,62.0,BR,0.0,29.4,8.6,18,9.4
2008-09-12 00:00:00,73,69,71.0,6.0,67,68.0,2008-09-12 05:28:00,2008-09-12 18:09:00,RA DZ BR,0.0,0.37,29.22,6.0,22,6.8,73,69,71.0,68,69.0,RA DZ BR,0.62,29.28,6.6,23,7.1
2008-09-13 00:00:00,75,68,72.0,7.0,69,70.0,2008-09-13 05:29:00,2008-09-13 18:07:00,RA BR,0.0,6.64,28.97,6.4,21,9.1,77,69,73.0,71,72.0,RA BR,3.07,29.04,7.2,22,9.7
2008-09-14 00:00:00,72,58,65.0,1.0,61,62.0,2008-09-14 05:30:00,2008-09-14 18:05:00,RA BR,0.0,1.44,28.97,7.7,31,10.1,72,58,65.0,62,63.0,RA BR,1.75,29.01,7.2,32,9.9
2008-09-15 00:00:00,63,53,58.0,-6.0,51,55.0,2008-09-15 05:31:00,2008-09-15 18:03:00,MD,0.0,0.001,29.41,5.7,34,6.1,65,55,60.0,53,56.0,MD,0.01,29.47,5.9,33,6.3
2008-09-16 00:00:00,71,49,60.0,-4.0,50,55.0,2008-09-16 05:32:00,2008-09-16 18:00:00,MD,0.0,0.0,29.47,5.3,23,5.8,71,50,61.0,50,55.0,MD,0.0,29.52,5.3,24,6.2
2008-09-17 00:00:00,82,57,70.0,6.0,56,60.0,2008-09-17 05:33:00,2008-09-17 17:58:00,MD,0.0,0.0,29.46,2.1,29,7.0,83,58,71.0,56,61.0,MD,0.0,29.52,2.2,28,8.1
2008-09-18 00:00:00,74,56,65.0,1.0,55,60.0,2008-09-18 05:35:00,2008-09-18 17:56:00,MD,0.0,0.0,29.56,6.1,9,7.2,74,62,68.0,56,60.0,MD,0.0,29.62,7.2,9,7.9
2008-09-19 00:00:00,77,54,66.0,3.0,54,59.0,2008-09-19 05:36:00,2008-09-19 17:55:00,MD,0.0,0.0,29.47,5.8,19,6.0,79,58,69.0,53,60.0,MD,0.0,29.52,6.1,18,6.8
2008-09-20 00:00:00,82,56,69.0,7.0,57,61.0,2008-09-20 05:37:00,2008-09-20 17:53:00,MD,0.0,0.0,29.46,1.7,16,2.9,82,59,71.0,56,62.0,HZ,0.0,29.51,2.3,12,3.1
2008-09-21 00:00:00,80,58,69.0,7.0,61,64.0,2008-09-21 05:38:00,2008-09-21 17:51:00,FG+ BR HZ,0.0,0.0,29.55,3.8,5,4.2,80,60,70.0,61,65.0,BR HZ,0.0,29.6,3.0,9,3.6
2008-09-22 00:00:00,81,61,71.0,9.0,59,64.0,2008-09-22 05:39:00,2008-09-22 17:49:00,BR HZ,0.0,0.0,29.59,6.9,11,8.0,82,63,73.0,59,64.0,BR HZ,0.0,29.65,6.7,12,7.3
2008-09-23 00:00:00,82,59,71.0,10.0,57,62.0,2008-09-23 05:40:00,2008-09-23 17:48:00,MD,0.0,0.0,29.56,7.0,15,7.7,83,63,73.0,56,63.0,MD,0.0,29.62,6.6,15,7.6
2008-09-24 00:00:00,82,57,70.0,9.0,59,63.0,2008-09-24 05:41:00,2008-09-24 17:46:00,TS TSRA BR HZ,0.0,0.2,29.54,2.6,23,4.6,82,62,72.0,57,63.0,MD,0.0,29.6,2.7,21,4.9
2008-09-25 00:00:00,77,63,70.0,9.0,61,64.0,2008-09-25 05:42:00,2008-09-25 17:44:00,BR HZ,0.0,0.0,29.54,6.9,4,7.5,78,66,72.0,61,65.0,BR HZ,0.0,29.59,5.4,4,6.0
2008-09-26 00:00:00,79,59,69.0,9.0,55,60.0,2008-09-26 05:43:00,2008-09-26 17:42:00,BR,0.0,0.0,29.42,3.0,6,4.3,78,60,69.0,54,61.0,BR,0.0,29.47,3.5,6,4.6
2008-09-27 00:00:00,81,53,67.0,7.0,54,60.0,2008-09-27 05:44:00,2008-09-27 17:41:00,BR,0.0,0.0,29.33,1.0,3,2.7,80,55,68.0,54,60.0,BR HZ,0.0,29.39,1.6,7,3.1
2008-09-28 00:00:00,68,57,63.0,4.0,57,60.0,2008-09-28 05:45:00,2008-09-28 17:39:00,MD,0.0,0.0,29.41,7.2,4,7.8,69,60,65.0,57,60.0,MD,0.0,29.46,7.3,4,7.4
2008-09-29 00:00:00,64,54,59.0,0.0,55,57.0,2008-09-29 05:46:00,2008-09-29 17:37:00,RA BR,0.0,0.82,29.26,3.5,33,4.8,65,56,61.0,57,59.0,RA BR HZ,0.11,29.31,1.6,33,4.4
2008-09-30 00:00:00,59,48,54.0,-5.0,44,49.0,2008-09-30 05:47:00,2008-09-30 17:35:00,MD,0.0,0.0,29.21,11.4,31,11.5,61,48,55.0,45,50.0,MD,0.01,29.27,9.3,31,9.5
2008-10-01 00:00:00,61,46,54.0,-4.0,40,47.0,2008-10-01 05:48:00,2008-10-01 17:34:00,MD,0.0,0.0,29.24,11.2,33,11.1,62,46,55.325950129242784,41,47.0,MD,0.0,29.3,10.9,33,11.0
2008-10-02 00:00:00,61,42,52.0,-6.0,40,47.0,2008-10-02 05:49:00,2008-10-02 17:32:00,MD,0.0,0.0,29.18,8.7,28,9.2,62,43,53.0,40,47.0,MD,0.0,29.24,9.5,28,10.1
2008-10-03 00:00:00,60,44,52.0,-5.0,42,47.0,2008-10-03 05:50:00,2008-10-03 17:30:00,RA,0.0,0.01,29.34,6.5,3,7.7,59,49,54.0,43,49.0,RA,0.01,29.4,6.0,6,8.3
2008-10-04 00:00:00,61,38,50.0,-7.0,38,45.0,2008-10-04 05:52:00,2008-10-04 17:29:00,MD,0.0,0.0,29.51,3.2,11,4.4,60,42,51.0,39,46.0,MD,0.0,29.57,3.1,11,4.3
2008-10-05 00:00:00,61,41,51.0,-6.0,43,48.0,2008-10-05 05:53:00,2008-10-05 17:27:00,RA,0.0,0.06,29.51,5.6,11,6.6,61,46,54.0,41,49.0,RA,0.03,29.57,6.5,11,7.2
2008-10-06 00:00:00,69,54,62.0,6.0,47,54.0,2008-10-06 05:54:00,2008-10-06 17:25:00,MD,0.0,0.0,29.49,10.5,11,10.7,70,56,63.0,46,54.0,MD,0.0,29.55,8.9,12,9.1
2008-10-07 00:00:00,63,56,60.0,4.0,52,56.0,2008-10-07 05:55:00,2008-10-07 17:24:00,RA BR,0.0,0.8,29.24,10.3,13,11.3,65,56,61.0,52,56.0,RA DZ BR,0.86,29.31,9.5,14,10.9
2008-10-08 00:00:00,64,50,57.0,1.0,51,54.0,2008-10-08 05:56:00,2008-10-08 17:22:00,RA BR,0.0,0.19,29.13,7.5,26,8.1,63,52,58.0,52,55.0,RA BR,0.29,29.2,7.4,26,8.3
2008-10-09 00:00:00,69,47,58.0,3.0,38,49.0,2008-10-09 05:57:00,2008-10-09 17:20:00,MD,0.0,0.0,29.36,5.5,29,5.8,69,48,59.0,39,49.0,MD,0.0,29.41,3.9,29,4.8
2008-10-10 00:00:00,72,42,57.0,2.0,42,50.0,2008-10-10 05:58:00,2008-10-10 17:19:00,MD,0.0,0.0,29.47,4.8,11,6.7,73,46,60.0,41,51.0,MD,0.0,29.52,5.3,11,6.1
2008-10-11 00:00:00,79,51,65.0,11.0,50,57.0,2008-10-11 05:59:00,2008-10-11 17:17:00,MD,0.0,0.0,29.52,4.2,14,5.0,80,55,68.0,50,57.0,MD,0.0,29.58,3.9,14,5.0
2008-10-12 00:00:00,84,57,71.0,17.0,56,61.0,2008-10-12 06:00:00,2008-10-12 17:15:00,BR,0.0,0.0,29.55,4.3,15,5.1,86,62,74.0,54,62.0,MD,0.0,29.61,5.8,16,6.3
2008-10-13 00:00:00,77,61,69.0,16.0,58,63.0,2008-10-13 06:02:00,2008-10-13 17:14:00,MD,0.0,0.0,29.47,7.7,20,8.1,79,64,72.0,57,63.0,MD,0.0,29.54,8.3,20,8.7
2008-10-14 00:00:00,69,53,61.0,8.0,43,51.0,2008-10-14 06:03:00,2008-10-14 17:12:00,RA,0.0,0.001,29.49,2.0,30,6.8,70,55,63.0,43,52.0,MD,0.001,29.54,1.5,34,7.2
2008-10-15 00:00:00,63,47,55.0,2.0,50,53.0,2008-10-15 06:04:00,2008-10-15 17:11:00,RA BR,0.0,0.3,29.34,4.2,32,6.3,64,50,57.0,51,54.0,RA BR,0.24,29.39,3.6,32,6.8
2008-10-16 00:00:00,59,43,51.0,-1.0,38,44.0,2008-10-16 06:05:00,2008-10-16 17:09:00,MD,0.0,0.0,29.52,6.1,35,7.5,59,44,52.0,39,45.0,MD,0.0,29.57,6.7,35,8.0
2008-10-17 00:00:00,57,43,50.0,-2.0,39,44.0,2008-10-17 06:06:00,2008-10-17 17:07:00,MD,0.0,0.0,29.53,6.2,36,7.2,56,44,50.0,40,46.0,MD,0.001,29.59,5.8,36,7.2
2008-10-18 00:00:00,60,43,52.0,1.0,40,45.0,2008-10-18 06:07:00,2008-10-18 17:06:00,RA BR,0.0,0.05,29.58,2.1,7,6.1,60,46,53.0,41,47.0,RA BR,0.14,29.65,2.4,7,5.3
2008-10-19 00:00:00,62,40,51.0,0.0,37,45.0,2008-10-19 06:08:00,2008-10-19 17:04:00,MD,0.0,0.0,29.49,12.0,19,12.4,62,44,53.0,37,46.0,MD,0.0,29.57,10.6,19,10.9
2008-10-20 00:00:00,55,43,49.0,-1.0,42,46.0,2008-10-20 06:10:00,2008-10-20 17:03:00,RA BR,0.0,0.18,29.48,4.0,31,7.6,56,44,50.0,43,47.0,RA BR,0.31,29.54,3.2,31,7.4
2008-10-21 00:00:00,55,38,47.0,-3.0,35,42.0,2008-10-21 06:11:00,2008-10-21 17:01:00,MD,0.0,0.0,29.64,7.1,2,8.7,55,39,47.0,37,43.0,MD,0.0,29.7,6.7,3,9.2
2008-10-22 00:00:00,52,35,44.0,-6.0,30,40.0,2008-10-22 06:12:00,2008-10-22 17:00:00,MD,0.0,0.0,29.65,12.1,12,13.1,54,40,47.0,29,40.0,MD,0.0,29.71,12.0,12,12.6
2008-10-23 00:00:00,58,41,50.0,1.0,36,44.0,2008-10-23 06:13:00,2008-10-23 16:58:00,RA,0.0,0.16,29.5,11.5,12,11.8,60,40,50.0,34,43.0,RA,0.09,29.56,10.6,12,10.8
2008-10-24 00:00:00,54,44,49.0,0.0,44,47.0,2008-10-24 06:14:00,2008-10-24 16:57:00,TSRA RA BR,0.0,0.32,29.18,5.3,19,6.1,56,45,51.0,44,47.0,RA BR,0.63,29.25,5.6,20,6.9
2008-10-25 00:00:00,53,43,48.0,0.0,40,44.0,2008-10-25 06:16:00,2008-10-25 16:56:00,RA DZ BR,0.0,0.001,29.02,11.9,22,12.3,53,43,48.0,41,45.0,MD,0.001,29.09,12.8,23,13.2
2008-10-26 00:00:00,56,37,47.0,-1.0,32,41.0,2008-10-26 06:17:00,2008-10-26 16:54:00,RA,0.01,0.001,29.1,17.2,27,17.8,56,36,46.0,34,41.0,RA SN,0.01,29.17,17.5,27,18.4
2008-10-27 00:00:00,47,33,40.0,-8.0,27,35.0,2008-10-27 06:18:00,2008-10-27 16:53:00,MD,0.01,0.001,29.51,13.7,31,14.4,47,34,41.0,28,35.0,RA SN,0.001,29.57,13.4,31,13.9
2008-10-28 00:00:00,45,31,38.0,-9.0,23,33.0,2008-10-28 06:19:00,2008-10-28 16:51:00,MD,0.0,0.0,29.54,10.5,30,10.9,45,32,39.0,23,33.0,MD,0.0,29.6,9.9,30,10.3
2008-10-29 00:00:00,51,32,42.0,-5.0,24,34.0,2008-10-29 06:20:00,2008-10-29 16:50:00,MD,0.0,0.0,29.47,3.7,32,6.2,51,33,42.0,25,35.0,MD,0.0,29.54,1.7,29,6.1
2008-10-30 00:00:00,62,31,47.0,1.0,32,41.0,2008-10-30 06:22:00,2008-10-30 16:49:00,MD,0.0,0.0,29.57,10.5,19,10.4,63,34,49.0,31,41.0,MD,0.0,29.65,9.3,19,9.4
2008-10-31 00:00:00,70,48,59.0,13.0,46,51.0,2008-10-31 06:23:00,2008-10-31 16:47:00,MD,0.0,0.0,29.57,5.7,22,7.4,71,49,60.0,46,51.0,HZ,0.0,29.64,6.0,22,7.9
2009-05-01 00:00:00,60,46,53.0,0.0,40,47.0,2009-05-01 04:48:00,2009-05-01 18:49:00,RA,0.0,0.02,29.26,8.4,29,8.5,62,48,55.0,42,48.0,RA,0.04,29.33,8.1,29,8.6
2009-05-02 00:00:00,66,44,55.0,1.0,33,45.0,2009-05-02 04:47:00,2009-05-02 18:50:00,MD,0.0,0.0,29.21,8.8,26,9.2,65,45,55.0,34,46.0,MD,0.0,29.28,9.2,27,9.5
2009-05-03 00:00:00,70,43,57.0,3.0,34,47.0,2009-05-03 04:46:00,2009-05-03 18:51:00,MD,0.0,0.0,29.19,3.9,26,4.9,70,45,58.0,35,48.0,MD,0.0,29.26,4.7,26,4.8
2009-05-04 00:00:00,70,43,57.0,3.0,34,47.0,2009-05-04 04:44:00,2009-05-04 18:52:00,MD,0.0,0.0,29.31,6.5,9,7.6,70,49,60.0,36,48.0,MD,0.0,29.37,7.1,9,8.4
2009-05-05 00:00:00,71,49,60.0,5.0,40,50.0,2009-05-05 04:43:00,2009-05-05 18:53:00,MD,0.0,0.0,29.22,5.5,13,6.0,70,54,62.0,41,51.0,MD,0.0,29.28,5.1,12,5.9
2009-05-06 00:00:00,75,51,63.0,8.0,51,55.0,2009-05-06 04:42:00,2009-05-06 18:55:00,RA BR,0.0,0.67,29.05,6.5,19,8.1,75,56,66.0,51,56.0,RA BR,0.86,29.13,6.2,19,7.2
2009-05-07 00:00:00,77,56,67.0,12.0,52,57.0,2009-05-07 04:41:00,2009-05-07 18:56:00,RA BR HZ,0.0,0.19,29.01,8.5,25,10.3,77,56,67.0,53,58.0,RA BR HZ,0.03,29.08,8.2,24,9.2
2009-05-08 00:00:00,77,53,65.0,9.0,53,58.0,2009-05-08 04:39:00,2009-05-08 18:57:00,TSRA RA,0.0,0.02,28.94,4.9,21,6.0,74,57,66.0,55,59.0,BR HZ,0.01,29.0,4.4,20,6.1
2009-05-09 00:00:00,63,46,55.0,-1.0,44,48.0,2009-05-09 04:38:00,2009-05-09 18:58:00,MD,0.0,0.001,29.19,6.8,29,11.8,64,45,55.0,44,49.0,MD,0.0,29.26,4.7,28,11.3
2009-05-10 00:00:00,67,40,54.0,-2.0,39,46.0,2009-05-10 04:37:00,2009-05-10 18:59:00,MD,0.0,0.0,29.41,4.7,30,8.4,67,43,55.0,40,47.0,RA,0.02,29.47,5.1,30,9.0
2009-05-11 00:00:00,61,39,50.0,-7.0,35,44.0,2009-05-11 04:36:00,2009-05-11 19:00:00,MD,0.0,0.0,29.47,0.7,8,4.6,61,40,51.0,34,44.0,MD,0.0,29.53,2.1,7,4.5
2009-05-12 00:00:00,71,39,55.0,-2.0,34,47.0,2009-05-12 04:35:00,2009-05-12 19:01:00,MD,0.0,0.0,29.38,9.5,16,9.6,72,44,58.0,32,47.0,MD,0.0,29.44,8.9,16,9.5
2009-05-13 00:00:00,70,53,62.0,4.0,56,58.0,2009-05-13 04:34:00,2009-05-13 19:02:00,TSRA RA BR,0.0,0.55,29.01,14.4,19,16.4,71,54,63.0,58,60.0,TSRA RA DZ BR,1.03,29.08,12.9,18,14.8
2009-05-14 00:00:00,68,53,61.0,3.0,44,52.0,2009-05-14 04:33:00,2009-05-14 19:03:00,MD,0.0,0.0,29.31,10.5,27,10.7,69,55,62.0,44,53.0,MD,0.001,29.38,11.1,27,11.3
2009-05-15 00:00:00,61,52,57.0,-1.0,51,54.0,2009-05-15 04:32:00,2009-05-15 19:04:00,RA BR,0.0,0.39,29.28,6.0,16,8.8,63,55,59.0,52,55.0,TSRA RA BR,0.7,29.34,4.4,15,5.8
2009-05-16 00:00:00,62,45,54.0,-5.0,40,49.0,2009-05-16 04:31:00,2009-05-16 19:05:00,BR,0.0,0.0,29.36,11.0,29,12.5,62,47,55.0,41,50.0,DZ BR,0.04,29.41,11.0,30,12.4
2009-05-17 00:00:00,63,39,51.0,-8.0,27,42.0,2009-05-17 04:30:00,2009-05-17 19:06:00,MD,0.0,0.0,29.6,0.2,33,6.2,59,41,50.0,28,42.0,MD,0.0,29.67,3.3,9,6.5
2009-05-18 00:00:00,66,40,53.0,-7.0,33,45.0,2009-05-18 04:29:00,2009-05-18 19:07:00,MD,0.0,0.001,29.54,9.6,19,9.9,67,45,56.0,30,45.0,MD,0.001,29.62,9.3,19,9.5
2009-05-19 00:00:00,80,52,66.0,6.0,44,55.0,2009-05-19 04:28:00,2009-05-19 19:08:00,MD,0.0,0.0,29.48,13.5,21,13.8,80,54,67.0,43,54.0,MD,0.0,29.55,12.3,21,12.4
2009-05-20 00:00:00,84,61,73.0,12.0,44,57.0,2009-05-20 04:27:00,2009-05-20 19:09:00,MD,0.0,0.0,29.4,14.4,20,14.6,85,61,73.0,43,57.0,MD,0.001,29.47,11.9,20,12.1
2009-05-21 00:00:00,84,60,72.0,11.0,49,59.0,2009-05-21 04:26:00,2009-05-21 19:10:00,MD,0.0,0.0,29.38,7.8,23,12.8,85,60,73.0,48,59.0,MD,0.0,29.44,8.1,25,10.9
2009-05-22 00:00:00,69,53,61.0,0.0,46,53.0,2009-05-22 04:25:00,2009-05-22 19:11:00,MD,0.0,0.0,29.46,10.4,4,10.7,70,56,63.0,47,54.0,MD,0.0,29.5,10.0,3,10.6
2009-05-23 00:00:00,80,50,65.0,4.0,50,57.0,2009-05-23 04:25:00,2009-05-23 19:12:00,MD,0.0,0.0,29.33,4.5,7,5.7,79,55,67.0,51,58.0,MD,0.001,29.39,4.5,8,5.5
2009-05-24 00:00:00,71,55,63.0,1.0,46,53.0,2009-05-24 04:24:00,2009-05-24 19:13:00,MD,0.0,0.0,29.34,10.4,4,11.0,70,56,63.0,47,54.0,MD,0.0,29.39,10.7,3,10.8
2009-05-25 00:00:00,67,54,61.0,-1.0,43,51.0,2009-05-25 04:23:00,2009-05-25 19:14:00,RA DZ,0.0,0.04,29.28,10.3,6,10.8,64,56,60.0,46,53.0,RA DZ,0.08,29.33,8.7,6,9.5
2009-05-26 00:00:00,74,53,64.0,2.0,51,55.0,2009-05-26 04:22:00,2009-05-26 19:15:00,TSRA RA BR,0.0,1.73,29.08,7.5,5,7.8,76,56,66.0,54,58.0,TSRA RA BR,1.38,29.13,5.7,6,6.8
2009-05-27 00:00:00,73,55,64.0,2.0,58,60.0,2009-05-27 04:22:00,2009-05-27 19:16:00,DZ BR HZ,0.0,0.02,28.95,3.6,24,7.2,75,58,67.0,60,63.0,DZ BR HZ,0.001,29.02,6.8,24,8.3
2009-05-28 00:00:00,62,54,58.0,-5.0,51,54.0,2009-05-28 04:21:00,2009-05-28 19:16:00,MD,0.0,0.0,29.06,6.8,30,8.1,64,55,60.0,51,54.0,MD,0.0,29.11,6.8,29,8.3
2009-05-29 00:00:00,74,50,62.0,-2.0,49,55.0,2009-05-29 04:21:00,2009-05-29 19:17:00,MD,0.0,0.001,29.17,2.7,32,6.9,77,55,66.0,49,55.0,MD,0.0,29.23,2.0,31,6.8
2009-05-30 00:00:00,79,50,65.0,1.0,46,54.0,2009-05-30 04:20:00,2009-05-30 19:18:00,RA,0.0,0.001,29.09,2.9,27,6.8,79,53,66.0,46,55.0,MD,0.001,29.15,1.8,29,6.6
2009-05-31 00:00:00,73,45,59.0,-5.0,41,50.0,2009-05-31 04:20:00,2009-05-31 19:19:00,MD,0.0,0.0,29.21,2.7,10,4.6,72,49,61.0,43,52.0,MD,0.0,29.26,2.9,9,6.3
2009-06-01 00:00:00,78,51,65.0,1.0,53,57.0,2009-06-01 04:19:00,2009-06-01 19:20:00,TSRA RA,0.0,0.44,29.19,1.2,34,11.1,80,52,66.0,54,58.0,TSRA RA,0.83,29.25,1.0,34,10.0
2009-06-02 00:00:00,60,48,54.0,-10.0,46,50.0,2009-06-02 04:19:00,2009-06-02 19:20:00,RA BR,0.0,0.12,29.36,7.4,3,8.0,61,50,56.0,47,51.0,RA BR,0.06,29.42,8.3,3,9.2
2009-06-03 00:00:00,61,43,52.0,-12.0,39,46.0,2009-06-03 04:18:00,2009-06-03 19:21:00,MD,0.0,0.0,29.42,10.5,4,10.7,61,47,54.0,40,48.0,MD,0.0,29.47,11.0,2,11.4
2009-06-04 00:00:00,68,42,55.0,-9.0,37,48.0,2009-06-04 04:18:00,2009-06-04 19:22:00,MD,0.0,0.0,29.31,4.7,4,5.9,68,47,58.0,38,49.0,MD,0.0,29.36,5.2,5,6.4
2009-06-05 00:00:00,79,44,62.0,-3.0,44,54.0,2009-06-05 04:17:00,2009-06-05 19:23:00,MD,0.0,0.0,29.18,5.8,26,6.7,80,47,64.0,43,54.0,MD,0.0,29.23,6.3,25,7.2
2009-06-06 00:00:00,63,51,57.0,-9.0,45,50.0,2009-06-06 04:17:00,2009-06-06 19:23:00,MD,0.0,0.02,29.2,6.2,5,7.7,66,55,61.0,48,53.0,RA,0.001,29.26,4.7,3,7.2
2009-06-07 00:00:00,73,52,63.0,-3.0,53,57.0,2009-06-07 04:17:00,2009-06-07 19:24:00,BR,0.0,0.04,29.14,2.7,8,6.9,74,56,65.0,54,59.0,RA BR,0.001,29.21,1.5,11,7.7
2009-06-08 00:00:00,80,52,66.0,0.0,60,63.0,2009-06-08 04:17:00,2009-06-08 19:25:00,TSRA RA BR,0.0,0.45,29.06,5.9,24,9.2,82,55,69.0,61,65.0,TSRA RA BR HZ,0.3,29.11,6.4,25,10.0
2009-06-09 00:00:00,67,55,61.0,-5.0,53,56.0,2009-06-09 04:16:00,2009-06-09 19:25:00,DZ BR,0.0,0.001,29.23,4.0,6,6.3,67,56,62.0,53,56.0,DZ BR HZ,0.001,29.29,6.4,8,7.9
2009-06-10 00:00:00,67,54,61.0,-6.0,49,53.0,2009-06-10 04:16:00,2009-06-10 19:26:00,RA,0.0,0.01,29.15,8.0,5,8.7,67,55,61.0,50,55.0,RA,0.04,29.21,8.5,4,9.2
2009-06-11 00:00:00,64,53,59.0,-8.0,51,54.0,2009-06-11 04:16:00,2009-06-11 19:26:00,RA HZ,0.0,0.01,29.11,10.2,3,10.3,60,53,57.0,53,54.0,RA BR HZ,1.14,29.17,8.8,1,9.0
2009-06-12 00:00:00,74,49,62.0,-6.0,49,55.0,2009-06-12 04:16:00,2009-06-12 19:27:00,RA,0.0,0.001,29.24,4.4,7,5.8,72,50,61.0,49,55.0,MD,0.001,29.3,5.0,6,6.7
2009-06-13 00:00:00,68,54,61.0,-7.0,51,55.0,2009-06-13 04:16:00,2009-06-13 19:27:00,RA BR,0.0,0.33,29.28,5.9,5,6.7,66,56,61.0,52,55.0,RA,0.31,29.34,7.2,4,7.6
2009-06-14 00:00:00,77,51,64.0,-4.0,48,57.0,2009-06-14 04:16:00,2009-06-14 19:28:00,MD,0.0,0.0,29.29,4.5,4,4.7,76,54,65.0,50,57.0,MD,0.0,29.34,5.1,5,5.8
2009-06-15 00:00:00,81,53,67.0,-1.0,49,58.0,2009-06-15 04:16:00,2009-06-15 19:28:00,MD,0.0,0.0,29.28,5.5,9,6.4,81,57,69.0,49,58.0,HZ,0.0,29.34,7.4,9,7.7
2009-06-16 00:00:00,71,59,65.0,-4.0,55,60.0,2009-06-16 04:16:00,2009-06-16 19:29:00,RA BR,0.0,1.23,29.15,11.2,10,11.8,71,64,68.0,57,61.0,RA BR,1.07,29.21,10.3,11,10.7
2009-06-17 00:00:00,71,61,66.0,-3.0,59,62.0,2009-06-17 04:16:00,2009-06-17 19:29:00,BR HZ,0.0,0.0,29.16,3.0,36,6.2,73,63,68.0,60,63.0,BR HZ,0.0,29.21,2.6,34,6.7
2009-06-18 00:00:00,80,61,71.0,1.0,63,67.0,2009-06-18 04:16:00,2009-06-18 19:29:00,RA BR,0.0,0.12,29.08,6.7,16,7.9,81,63,72.0,64,67.0,TSRA BR HZ,0.11,29.15,3.7,17,5.8
